Date,STATE OF AFFECTED POPULATION,STATE PCODE OF AFFECTED POPULATION,LOCALITY OF AFFECTED POPULATION,LOCALITY PCODE OF AFFECTED POPULATION,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,# IDP INDIVIDUALS,STATE OF ORIGIN,STATE PCODE OF ORIGIN,LOCALITY OF ORIGIN,LOCALITY PCODE OF ORIGIN
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Al Amir Club (Portsudan Town),Urban,Neighbourhood,20,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,British Education School (Portsudan Town),Urban,Neighbourhood,50,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Dar Al Bunni Amer (Portsudan Town),Urban,Neighbourhood,95,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Zoon Park/Luna Park (Portsudan Town),Urban,Neighbourhood,500,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Al Gabas School (Portsudan Town),Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Ba Sheikh Mosque (Portsudan Town),Urban,Neighbourhood,70,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Customs Club (Portsudan Town),Urban,Neighbourhood,75,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Hi Koria Apartments (Portsudan Town),Urban,Neighbourhood,140,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Koria School (Portsudan Town),Urban,Neighbourhood,80,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Hi Alaman Health Centre (Portsudan Town),Urban,Neighbourhood,20,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Asnayain Community Centre (Portsudan Town),Urban,Neighbourhood,50,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Reem Festivals Hall (Portsudan Town),Urban,Neighbourhood,850,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Midwife Training School (Portsudan Town),Urban,Neighbourhood,35,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Boys’ Dormitories Compound (Portsudan Town),Urban,Neighbourhood,120,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Red Sea,SD10,Port Sudan,SD10064,Girls’ Dormitories (Portsudan Town),Urban,Neighbourhood,400,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Red Sea,SD10,Sawakin,SD10068,Almanshia,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Sawakin,SD10068,Alfaeoq,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Sawakin,SD10068,Alsafa,Urban,Neighbourhood,200,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Sawakin,SD10068,Alsinya,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Sinkat,SD10071,Alsoug Saka Haded,Urban,Neighbourhood,50,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Sinkat,SD10071,Hai Alwali,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Sinkat,SD10071,Alinqaz,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Sinkat,SD10071,Soug Sinkat,Urban,Neighbourhood,150,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Sinkat,SD10071,Allamyb,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
7/9/2023,Red Sea,SD10,Jubayt Elma'aadin,SD10067,Gebeit Town,Urban,Neighbourhood,100,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Red Sea,SD10,Tawkar,SD10065,Tawkar Town,Urban,Neighbourhood,375,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Red Sea,SD10,Sinkat,SD10071,Dordieb Town,Urban,Neighbourhood,250,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Red Sea,SD10,Haya,SD10070,Agig,Urban,Neighbourhood,250,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Red Sea,SD10,Haya,SD10070,Rifi Alqanb,Urban,Neighbourhood,100,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Red Sea,SD10,Haya,SD10070,Haya Town,Urban,Neighbourhood,300,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Al-Kara (Kassala Town),Urban,Neighbourhood,930,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Abw Khamsa (Kassala Town),Urban,Neighbourhood,600,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Al Inqaz (Kassala Town),Urban,Neighbourhood,75,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Bant (Kassala Town),Urban,Neighbourhood,1500,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alpoice (Kassala Town),Urban,Neighbourhood,625,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alkhatmia (Kassala Town),Urban,Neighbourhood,2005,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alwali (Kassala Town),Urban,Neighbourhood,660,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Shaml Alhalnga (Kassala Town),Urban,Neighbourhood,2690,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Almorbat (Kassala Town),Urban,Neighbourhood,625,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alamarganya (Kassala Town),Urban,Neighbourhood,2160,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alsheed Taj Alsir (Kassala Town),Urban,Neighbourhood,455,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alsoruiba (Kassala Town),Urban,Neighbourhood,770,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alsoug Alshabi (Kassala Town),Urban,Neighbourhood,410,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alsawagi Aljunobia (Kassala Town),Urban,Neighbourhood,1770,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alhalnga Wast (Kassala Town),Urban,Neighbourhood,1050,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alkhatmia Aljadeda (Kassala Town),Urban,Neighbourhood,520,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Altoura Wast (Kassala Town),Urban,Neighbourhood,935,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Altoura Janoub (Kassala Town),Urban,Neighbourhood,270,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alshabya (Kassala Town),Urban,Neighbourhood,580,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alamria (Kassala Town),Urban,Neighbourhood,1600,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Qarb Alqash (Kassala Town),Urban,Neighbourhood,615,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alsawaqi Alshamlya (Kassala Town),Urban,Neighbourhood,1905,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alomal (Kassala Town),Urban,Neighbourhood,500,Khartoum,SD01,Karrari,SD01005
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alkrmta (Kassala Town),Urban,Neighbourhood,3070,Khartoum,SD01,Karrari,SD01005
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alkmayn (Kassala Town),Urban,Neighbourhood,155,Khartoum,SD01,Um Bada,SD01002
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alarab (Kassala Town),Urban,Neighbourhood,2575,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Almurqanya Shmal (Kassala Town),Urban,Neighbourhood,255,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Mokram (Kassala Town),Urban,Neighbourhood,670,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alnour (Kassala Town),Urban,Neighbourhood,145,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Altorua Shmal (Kassala Town),Urban,Neighbourhood,155,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alsjoon (Kassala Town),Urban,Neighbourhood,255,Khartoum,SD01,Um Bada,SD01002
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alrehab (Kassala Town),Urban,Neighbourhood,15,Khartoum,SD01,Um Bada,SD01002
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Althoura (Kassala Town),Urban,Neighbourhood,40,Khartoum,SD01,Um Bada,SD01002
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alsoug Alshabi (Kassala Town),Urban,Neighbourhood,75,Khartoum,SD01,Um Bada,SD01002
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Reiba (Kassala Town),Urban,Neighbourhood,35,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Alshheed (Kassala Town),Urban,Neighbourhood,60,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Aljesir (Kassala Town),Urban,Neighbourhood,50,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Madeinat Kassala,SD11053,Hai Arshai (Kassala Town),Urban,Neighbourhood,20,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Aroma,SD11055,Makli Village,Rural,Village,170,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Aroma,SD11055,Aroma Town,Urban,Neighbourhood,20,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Aroma,SD11055,Alshiekh Abdalrahman Village,Rural,Village,20,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Shamal Ad Delta,SD11057,Wagar Village,Rural,Village,240,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Reifi Shamal Ad Delta,SD11057,Awaleib Village,Rural,Village,325,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Reifi Shamal Ad Delta,SD11057,Al-Tadamon,Rural,Village,513,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Reifi Shamal Ad Delta,SD11057,Al-Whda,Rural,Village,480,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Reifi Shamal Ad Delta,SD11057,Degna,Rural,Village,83,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Reifi Shamal Ad Delta,SD11057,Kollgab,Rural,Village,197,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Reifi Shamal Ad Delta,SD11057,Mtateb,Rural,Village,160,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Reifi Shamal Ad Delta,SD11057,Hdilia,Rural,Village,43,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Seka Hadeed,Urban,Neighbourhood,170,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Algedisa,Urban,Neighbourhood,90,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Sanagt,Urban,Neighbourhood,175,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Safa,Urban,Neighbourhood,112,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Al-Hila Al-Jadida,Urban,Neighbourhood,465,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Wehda,Urban,Neighbourhood,480,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Janobi,Urban,Neighbourhood,745,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Shmali,Urban,Neighbourhood,2325,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Alrai,Urban,Neighbourhood,550,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Edara,Urban,Neighbourhood,26,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Khalwi,Urban,Neighbourhood,62,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Shatea,Urban,Neighbourhood,525,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al Nahda,Urban,Neighbourhood,335,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hdi Al-Meia,Urban,Neighbourhood,260,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Badr,Urban,Neighbourhood,71,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Nasr,Urban,Neighbourhood,840,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Sowg,Urban,Neighbourhood,5,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Dar Al-Slam,Urban,Neighbourhood,170,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Kambo Leimon,Urban,Neighbourhood,14,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Arad Al-Hajar,Urban,Neighbourhood,5,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Khashm Elgirba,SD11060,Hai Al-Arab,Urban,Neighbourhood,5,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Village 12,Rural,Village,605,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Village 13,Rural,Village,755,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Village 15,Rural,Village,250,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Village 33,Rural,Village,575,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Village 1,Rural,Village,1235,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Hai Althoura (Halfa Aljadeda Town),Urban,Neighbourhood,510,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Hai Al Masnea (Halfa Aljadeda Town),Urban,Neighbourhood,1600,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Hai Aljabl (Halfa Aljadeda Town),Urban,Neighbourhood,150,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Hai Alabasia (Halfa Aljadeda Town),Urban,Neighbourhood,295,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Hai Emtdad Almahalg (Halfa Aljadeda Town),Urban,Neighbourhood,280,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Hai Alomal (Halfa Aljadeda Town),Urban,Neighbourhood,530,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Hai Algafla (Halfa Aljadeda Town),Urban,Neighbourhood,480,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Village 11,Rural,Village,1530,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Village 21,Rural,Village,510,Khartoum,SD01,Um Durman,SD01006
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Halfa Aljadeda(Town),Urban,Neighbourhood,6000,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Halfa Aj Jadeedah,SD11052,Village 15,Rural,Village,840,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Kassla,SD11056,Elaskan,Rural,Village,101,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Kassla,SD11056,Awad Village,Rural,Village,275,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Kassla,SD11056,Wad Shrfi Village,Rural,Village,1035,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Kassla,SD11056,Aljabra Village,Rural,Village,116,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Kassla,SD11056,Omara Village,Rural,Village,950,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Kassla,SD11056,Tajjojvillage,Rural,Village,40,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Kassla,SD11056,Wed Mousa Village,Rural,Village,66,Khartoum,SD01,Bahri,SD01003
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,Almazar Village,Rural,Village,25,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,Elwahda Village,Rural,Village,365,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,Albrataha Village,Rural,Village,67,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,Alarid Village,Rural,Village,10,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,Alaliw Village,Rural,Village,207,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,8 Arab Village,Rural,Village,140,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,5 Arab Village,Rural,Village,5,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,Umalgowra Village,Rural,Village,24,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,Abulljma Village,Rural,Village,131,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Kassala,SD11,Reifi Nahr Atbara,SD11062,Gabli Village,Rural,Village,46,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Bgdad,Urban,Neighbourhood,450,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alshreif Alaqeb,Urban,Neighbourhood,100,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Abkr Jbril,Urban,Neighbourhood,600,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Altaief,Urban,Neighbourhood,150,Khartoum,SD01,Sharg An Neel,SD01004
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Al Jmhoria,Urban,Neighbourhood,300,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alreyat,Urban,Neighbourhood,250,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alsora,Urban,Neighbourhood,200,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alska Haded,Urban,Neighbourhood,300,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Eshlaq Al Police,Urban,Neighbourhood,300,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alban Jaded,Urban,Neighbourhood,1255,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alaml,Urban,Neighbourhood,250,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Al Khalig,Urban,Neighbourhood,300,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alsadaga,Urban,Neighbourhood,300,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Deem Alnour,Urban,Neighbourhood,1000,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alwaha,Urban,Neighbourhood,400,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai October,Urban,Neighbourhood,445,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Sawakn,Urban,Neighbourhood,545,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alshrog,Urban,Neighbourhood,200,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alsalam,Urban,Neighbourhood,800,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alnahda,Urban,Neighbourhood,800,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alfardos,Urban,Neighbourhood,950,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alsalma Albai,Urban,Neighbourhood,2000,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Albheos,Urban,Neighbourhood,300,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Dar Alsalam,Urban,Neighbourhood,1200,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alasra,Urban,Neighbourhood,550,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alneel,Urban,Neighbourhood,200,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Almtar,Urban,Neighbourhood,450,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alsofi,Urban,Neighbourhood,440,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Arkweet,Urban,Neighbourhood,345,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alabasia,Urban,Neighbourhood,240,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Almaemora,Urban,Neighbourhood,650,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Aldoha,Urban,Neighbourhood,610,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Abayo,Urban,Neighbourhood,250,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Karfs,Urban,Neighbourhood,500,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Alrabiea,Urban,Neighbourhood,1655,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Madeinat Al Gedaref,SD12080,Hai Emtad October,Urban,Neighbourhood,1000,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Al Fao,SD12074,Village 10,Rural,Village,1525,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Al Fao,SD12074,Village 17,Rural,Village,1070,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Al Fao,SD12074,Village 7,Rural,Village,750,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Al Fao,SD12074,Village 6,Rural,Village,1850,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Al Fao,SD12074,Village 13,Rural,Village,300,Khartoum,SD01,Khartoum,SD01007
7/9/2023,Gedaref,SD12,Al Fao,SD12074,Village 18,Rural,Village,420,Khartoum,SD01,Sharg An Neel,SD01004
