,,,,,,,,,,,,PLACE OF ORIGIN,,,,,NATIONALITIES,,,SHELTER CATEGORY,,,,,,,,TOP PRIORITY NEED,RETURN INTENTIONS
INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION (PAYING RENT),SHELTER CATEGORY: IN ABANDONED BUILDINGS/Improvised Shelters/NO RENT,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS/NO RENT,SHELTER CATEGORY: GATHERING SITES (INFORMAL SETTLEMENTS OR OPEN AREA),SHELTER CATEGORY: UNKNOWN,TOTAL,,
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Faris Alketab Village,Rural,Village,215,43,Khartoum,SD01,SD01006,Um Durman,,215,0,215,0,43,0,0,0,0,0,43,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Faris Alketab Village,Rural,Village,180,36,Khartoum,SD01,SD01007,Khartoum,,180,0,180,0,36,0,0,0,0,0,36,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Umjloud Wast Village,Rural,Village,160,32,Khartoum,SD01,SD01001,Jebel Awlia,,160,0,160,0,32,0,0,0,0,0,32,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Umjloud Wast Village,Rural,Village,80,16,Khartoum,SD01,SD01006,Um Durman,,80,0,80,0,16,0,0,0,0,0,16,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Umjloud East Village,Rural,Village,195,39,Khartoum,SD01,SD01007,Khartoum,,195,0,195,0,39,0,0,0,0,0,39,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alkabour Village,Rural,Village,265,53,Khartoum,SD01,SD01001,Jebel Awlia,,265,0,265,0,53,0,0,0,0,0,53,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alkabour Village,Rural,Village,230,46,Khartoum,SD01,SD01006,Um Durman,,230,0,230,0,46,0,0,0,0,0,46,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Shaaeldin Village,Rural,Village,130,26,Khartoum,SD01,SD01001,Jebel Awlia,,130,0,130,0,26,0,0,0,0,0,26,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Shaaeldin Village,Rural,Village,110,22,Khartoum,SD01,SD01007,Khartoum,,110,0,110,0,22,0,0,0,0,0,22,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alkapule Village,Rural,Village,285,57,Khartoum,SD01,SD01001,Jebel Awlia,,285,0,285,0,57,0,0,0,0,0,57,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alkapule Village,Rural,Village,180,36,Khartoum,SD01,SD01002,Um Bada,,180,0,180,0,36,0,0,0,0,0,36,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Altbob Village,Rural,Village,230,46,Khartoum,SD01,SD01001,Jebel Awlia,,230,0,230,0,46,0,0,0,0,0,46,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Altbob Village,Rural,Village,130,26,Khartoum,SD01,SD01006,Um Durman,,130,0,130,0,26,0,0,0,0,0,26,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Algaradaiya Village,Rural,Village,180,36,Khartoum,SD01,SD01006,Um Durman,,180,0,180,0,36,0,0,0,0,0,36,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,22 Um Uwood Village,Rural,Village,105,21,Khartoum,SD01,SD01007,Khartoum,,105,0,105,0,21,0,0,0,0,0,21,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Almuosalamiya,Urban,Neighbourhood,290,58,Khartoum,SD01,SD01007,Khartoum,,290,0,290,0,58,0,0,0,0,0,58,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Almuosalamiya,Urban,Neighbourhood,280,56,Khartoum,SD01,SD01001,Jebel Awlia,,280,0,280,0,56,0,0,0,0,0,56,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Almuosalamiya,Urban,Neighbourhood,255,51,Khartoum,SD01,SD01006,Um Durman,,255,0,255,0,51,0,0,0,0,0,51,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Abduelrahamn Village,Rural,Village,280,56,Khartoum,SD01,SD01001,Jebel Awlia,,280,0,280,0,56,0,0,0,0,0,56,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Abduelrahamn Village,Rural,Village,230,46,Khartoum,SD01,SD01007,Khartoum,,230,0,230,0,46,0,0,0,0,0,46,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alfougara 19 Village,Rural,Village,290,58,Khartoum,SD01,SD01001,Jebel Awlia,,290,0,290,0,58,0,0,0,0,0,58,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Tabta,Rural,Village,640,128,Khartoum,SD01,SD01001,Jebel Awlia,,640,0,640,0,58,70,0,0,0,0,128,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Tabta,Rural,Village,555,111,Khartoum,SD01,SD01007,Khartoum,,555,0,555,0,56,55,0,0,0,0,111,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Tabta,Rural,Village,495,99,Khartoum,SD01,SD01003,Bahri,,495,0,495,0,49,50,0,0,0,0,99,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Tabta,Rural,Village,430,86,Khartoum,SD01,SD01004,Sharg An Neel,,430,0,430,0,41,45,0,0,0,0,86,Food,Remain in same place
15/04/2023,14/06/2023,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Teacher Center,Urban,Neighbourhood,104,21,Khartoum,SD01,SD01001,Jebel Awlia,,104,0,104,0,0,0,0,0,21,0,21,Food,Remain in same place
15/04/2023,14/06/2023,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Arbagee,Rural,Village,34,7,Khartoum,SD01,SD01007,Khartoum,,34,0,34,0,0,0,0,0,7,0,7,Food,Remain in same place
15/04/2023,14/06/2023,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Wad Shantour,Rural,Village,205,41,Khartoum,SD01,SD01001,Jebel Awlia,,205,0,205,0,0,0,0,0,41,0,41,Food,Remain in same place
15/04/2023,14/06/2023,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Dar Aleweaa,Urban,Neighbourhood,430,86,Khartoum,SD01,SD01001,Jebel Awlia,,430,0,430,0,0,0,0,0,86,0,86,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Dar Elsalam Town,Urban,Neighbourhood,160,32,Khartoum,SD01,SD01001,Jebel Awlia,,160,0,160,0,32,0,0,0,0,0,32,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Dar Elsalam Town,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01007,Khartoum,,115,0,115,0,23,0,0,0,0,0,23,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Dar Elsalam Town,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01006,Um Durman,,100,0,100,0,20,0,0,0,0,0,20,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Dar Elsalam Town,Urban,Neighbourhood,325,65,Aj Jazirah,SD15,SD15035,Al Kamlin,Arak Saah Village,325,0,325,0,65,0,0,0,0,0,65,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Habiba Village,Rural,Village,100,20,Aj Jazirah,SD15,SD15035,Al Kamlin,Arak Saah Village,100,0,100,0,20,0,0,0,0,0,20,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Habiba Village,Rural,Village,190,38,Khartoum,SD01,SD01001,Jebel Awlia,,190,0,190,0,38,0,0,0,0,0,38,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Habiba Village,Rural,Village,115,23,Khartoum,SD01,SD01007,Khartoum,,115,0,115,0,23,0,0,0,0,0,23,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Habiba Village,Rural,Village,85,17,Khartoum,SD01,SD01006,Um Durman,,85,0,85,0,17,0,0,0,0,0,17,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Tabat,Urban,Neighbourhood,265,53,Khartoum,SD01,SD01001,Jebel Awlia,,265,0,265,0,53,0,0,0,0,0,53,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Tabat,Urban,Neighbourhood,160,32,Khartoum,SD01,SD01006,Um Durman,,160,0,160,0,32,0,0,0,0,0,32,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alkamleen Block 10,Urban,Neighbourhood,220,44,Khartoum,SD01,SD01001,Jebel Awlia,,220,0,220,0,44,0,0,0,0,0,44,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alkamleen Block 10,Urban,Neighbourhood,210,42,Khartoum,SD01,SD01006,Um Durman,,210,0,210,0,42,0,0,0,0,0,42,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alkamleen Block 10,Urban,Neighbourhood,70,14,Khartoum,SD01,SD01007,Khartoum,,70,0,70,0,14,0,0,0,0,0,14,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Aljadid Althowra,Rural,Village,200,40,Khartoum,SD01,SD01001,Jebel Awlia,,200,0,200,0,40,0,0,0,0,0,40,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Aljadid Althowra,Rural,Village,125,25,Khartoum,SD01,SD01006,Um Durman,,125,0,125,0,25,0,0,0,0,0,25,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Aljadid Althowra,Rural,Village,170,34,Khartoum,SD01,SD01007,Khartoum,,170,0,170,0,34,0,0,0,0,0,34,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Almahlaj,Urban,Neighbourhood,170,34,Khartoum,SD01,SD01007,Khartoum,,170,0,170,0,34,0,0,0,0,0,34,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Almahlaj,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01001,Jebel Awlia,,110,0,110,0,22,0,0,0,0,0,22,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alkamleen Block 5,Urban,Neighbourhood,185,37,Khartoum,SD01,SD01007,Khartoum,,185,0,185,0,37,0,0,0,0,0,37,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alkamleen Block 5,Urban,Neighbourhood,130,26,Khartoum,SD01,SD01001,Jebel Awlia,,130,0,130,0,26,0,0,0,0,0,26,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alkamleen Block 5,Urban,Neighbourhood,140,28,Khartoum,SD01,SD01006,Um Durman,,140,0,140,0,28,0,0,0,0,0,28,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Albageer East,Rural,Village,260,52,Khartoum,SD01,SD01001,Jebel Awlia,,260,0,260,0,52,0,0,0,0,0,52,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Albageer East,Rural,Village,110,22,Khartoum,SD01,SD01006,Um Durman,,110,0,110,0,22,0,0,0,0,0,22,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Wad Aljalal,Rural,Village,160,32,Khartoum,SD01,SD01007,Khartoum,,160,0,160,0,32,0,0,0,0,0,32,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15035,Al Kamlin,Wad Aljalal,Rural,Village,185,37,Khartoum,SD01,SD01001,Jebel Awlia,,185,0,185,0,37,0,0,0,0,0,37,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Almasoudiya,Urban,Neighbourhood,205,41,Khartoum,SD01,SD01001,Jebel Awlia,,205,0,205,0,41,0,0,0,0,0,41,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Almasoudiya,Urban,Neighbourhood,185,37,Khartoum,SD01,SD01006,Um Durman,,185,0,185,0,37,0,0,0,0,0,37,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Aljadid Alashigla,Rural,Village,180,36,Khartoum,SD01,SD01001,Jebel Awlia,,180,0,180,0,36,0,0,0,0,0,36,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Aljadid Alashigla,Rural,Village,135,27,Khartoum,SD01,SD01006,Um Durman,,135,0,135,0,27,0,0,0,0,0,27,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alnuba,Rural,Village,200,40,Khartoum,SD01,SD01006,Um Durman,,200,0,200,0,40,0,0,0,0,0,40,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alnuba,Rural,Village,165,33,Khartoum,SD01,SD01001,Jebel Awlia,,165,0,165,0,33,0,0,0,0,0,33,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alltei,Rural,Village,315,63,Khartoum,SD01,SD01001,Jebel Awlia,,315,0,315,0,63,0,0,0,0,0,63,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15035,Al Kamlin,Alltei,Rural,Village,140,28,Khartoum,SD01,SD01006,Um Durman,,140,0,140,0,28,0,0,0,0,0,28,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Kashkoush,Urban,Neighbourhood,390,78,Khartoum,SD01,SD01006,Um Durman,,390,0,390,0,78,0,0,0,0,0,78,Food,Remain in same place
15/04/2023,14/06/2023,Updated with new information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Kashkoush,Urban,Neighbourhood,370,74,Khartoum,SD01,SD01007,Khartoum,,370,0,370,0,74,0,0,0,0,0,74,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Kogaila,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01001,Jebel Awlia,,175,0,175,0,35,0,0,0,0,0,35,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Kogaila,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01003,Bahri,,125,0,125,0,25,0,0,0,0,0,25,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Aldafif,Urban,Neighbourhood,200,40,Khartoum,SD01,SD01001,Jebel Awlia,,200,0,200,0,40,0,0,0,0,0,40,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Aldafif,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01007,Khartoum,,175,0,175,0,35,0,0,0,0,0,35,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Alsoug/Kosti Station/ Getharing,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01006,Um Durman,,125,0,125,0,0,0,0,0,25,0,25,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Alsoug/Kosti Station/ Getharing,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01004,Sharg An Neel,,110,0,110,0,0,0,0,0,22,0,22,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Almazad,Urban,Neighbourhood,340,68,Khartoum,SD01,SD01006,Um Durman,,340,0,340,0,68,0,0,0,0,0,68,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Almazad,Urban,Neighbourhood,320,64,Khartoum,SD01,SD01007,Khartoum,,320,0,320,0,64,0,0,0,0,0,64,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Block 40,Urban,Neighbourhood,310,62,Khartoum,SD01,SD01001,Jebel Awlia,,310,0,310,0,62,0,0,0,0,0,62,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Dafalla Village,Rural,Village,380,76,Khartoum,SD01,SD01003,Bahri,,380,0,380,0,76,0,0,0,0,0,76,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Dafalla Village,Rural,Village,330,66,Khartoum,SD01,SD01002,Um Bada,,330,0,330,0,66,0,0,0,0,0,66,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Village 8 Sefir,Rural,Village,330,66,Khartoum,SD01,SD01001,Jebel Awlia,,330,0,330,0,66,0,0,0,0,0,66,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Village 8 Sefir,Rural,Village,330,66,Khartoum,SD01,SD01006,Um Durman,,330,0,330,0,66,0,0,0,0,0,66,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Village 8 Tambal,Rural,Village,305,61,Khartoum,SD01,SD01007,Khartoum,,305,0,305,0,61,0,0,0,0,0,61,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Village 8 Tambal,Rural,Village,305,61,Khartoum,SD01,SD01006,Um Durman,,305,0,305,0,61,0,0,0,0,0,61,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Bashair Village,Rural,Village,360,72,Khartoum,SD01,SD01001,Jebel Awlia,,360,0,360,0,72,0,0,0,0,0,72,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Sekandar East,Rural,Village,330,66,Khartoum,SD01,SD01004,Sharg An Neel,,330,0,330,0,66,0,0,0,0,0,66,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Sekandar West,Rural,Village,315,63,Khartoum,SD01,SD01006,Um Durman,,315,0,315,0,63,0,0,0,0,0,63,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Sekandar West,Rural,Village,295,59,Khartoum,SD01,SD01007,Khartoum,,295,0,295,0,59,0,0,0,0,0,59,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Aldahiya,Rural,Village,305,61,Khartoum,SD01,SD01001,Jebel Awlia,,305,0,305,0,61,0,0,0,0,0,61,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Maktab Alhashaba,Rural,Village,340,68,Khartoum,SD01,SD01006,Um Durman,,340,0,340,0,68,0,0,0,0,0,68,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Set Alnour Village,Rural,Village,330,66,Khartoum,SD01,SD01006,Um Durman,,330,0,330,0,66,0,0,0,0,0,66,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Set Alnour Village,Rural,Village,305,61,Khartoum,SD01,SD01007,Khartoum,,305,0,305,0,61,0,0,0,0,0,61,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Idriss,Rural,Village,335,67,Khartoum,SD01,SD01001,Jebel Awlia,,335,0,335,0,67,0,0,0,0,0,67,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Sarier,Rural,Village,345,69,Khartoum,SD01,SD01006,Um Durman,,345,0,345,0,69,0,0,0,0,0,69,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Kubri Alhawa,Rural,Village,305,61,Khartoum,SD01,SD01006,Um Durman,,305,0,305,0,61,0,0,0,0,0,61,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Tohami Village,Rural,Village,380,76,Khartoum,SD01,SD01001,Jebel Awlia,,380,0,380,0,76,0,0,0,0,0,76,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Daoud,Rural,Village,320,64,Khartoum,SD01,SD01007,Khartoum,,320,0,320,0,64,0,0,0,0,0,64,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Daoud,Rural,Village,320,64,Khartoum,SD01,SD01006,Um Durman,,320,0,320,0,64,0,0,0,0,0,64,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Alkaser,Urban,Neighbourhood,325,65,Khartoum,SD01,SD01007,Khartoum,,325,0,325,0,65,0,0,0,0,0,65,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Alkaser,Urban,Neighbourhood,315,63,Khartoum,SD01,SD01001,Jebel Awlia,,315,0,315,0,63,0,0,0,0,0,63,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Alhai 48,Urban,Neighbourhood,340,68,Khartoum,SD01,SD01007,Khartoum,,340,0,340,0,68,0,0,0,0,0,68,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Alhai 40,Urban,Neighbourhood,315,63,Khartoum,SD01,SD01001,Jebel Awlia,,315,0,315,0,63,0,0,0,0,0,63,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Alhai 40,Urban,Neighbourhood,310,62,Khartoum,SD01,SD01003,Bahri,,310,0,310,0,62,0,0,0,0,0,62,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Alhai 65,Urban,Neighbourhood,305,61,Khartoum,SD01,SD01001,Jebel Awlia,,305,0,305,0,61,0,0,0,0,0,61,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Alhai 65,Urban,Neighbourhood,305,61,Khartoum,SD01,SD01007,Khartoum,,305,0,305,0,61,0,0,0,0,0,61,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Alwehda,Urban,Neighbourhood,340,68,Khartoum,SD01,SD01001,Jebel Awlia,,340,0,340,0,68,0,0,0,0,0,68,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Alwehda,Urban,Neighbourhood,320,64,Khartoum,SD01,SD01007,Khartoum,,320,0,320,0,64,0,0,0,0,0,64,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Rufaah,Urban,Neighbourhood,325,65,Khartoum,SD01,SD01001,Jebel Awlia,,325,0,325,0,65,0,0,0,0,0,65,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Rufaah,Urban,Neighbourhood,320,64,Khartoum,SD01,SD01004,Sharg An Neel,,320,0,320,0,64,0,0,0,0,0,64,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Aljaleen,Urban,Neighbourhood,360,72,Khartoum,SD01,SD01004,Sharg An Neel,,360,0,360,0,72,0,0,0,0,0,72,Food,Remain in same place
